ticket_id,created_at,category,channel,customer_tier,agent,priority,first_response_min,resolution_hours,sla_target_hours,sla_breached,escalated,csat_score,resolution_outcome
TCK-100046,2025-03-24 10:44:00,Feature Request,Portal,Free,Agent_05,High,10.8,16.06,24,False,False,4,Resolved
TCK-103054,2025-03-24 11:00:00,Performance/Slowness,Chat,Pro,Agent_12,High,2.2,1.88,24,False,False,3,Resolved - Workaround
TCK-100077,2025-03-24 11:56:00,Billing/Invoicing,Email,Free,Agent_09,High,24.9,0.23,24,False,False,4,Resolved - Workaround
TCK-100723,2025-03-24 18:17:00,Bug/Error,Email,Free,Agent_06,Medium,24.7,4.16,72,False,True,1,Resolved - Escalated
TCK-101916,2025-03-24 18:22:00,Integration/API,Email,Basic,Agent_12,Low,12.7,14.06,120,False,False,4,Resolved - Workaround
TCK-103723,2025-03-25 00:00:00,Data Export/Import,Portal,Basic,Agent_08,Medium,1.0,3.27,72,False,False,4,Resolved
TCK-103854,2025-03-25 00:00:00,Bug/Error,Chat,Free,Agent_12,Medium,6.8,5.77,72,False,True,1,Resolved - Escalated
TCK-103583,2025-03-25 00:00:00,Login/Authentication,Portal,Pro,Agent_08,Critical,4.6,0.93,4,False,False,4,Resolved
TCK-103747,2025-03-25 00:00:00,Bug/Error,Email,Free,Agent_09,Medium,22.0,1.75,72,False,False,3,Resolved
TCK-103800,2025-03-25 00:00:00,Bug/Error,Email,Pro,Agent_07,Critical,37.2,4.16,4,True,True,2,Resolved - Escalated
TCK-101052,2025-03-25 01:49:00,Feature Request,Email,Enterprise,Agent_04,Low,163.6,12.73,120,False,False,4,Resolved - Workaround
TCK-102453,2025-03-25 02:54:00,Data Export/Import,Email,Pro,Agent_12,Low,29.4,8.32,120,False,False,4,Resolved
TCK-102237,2025-03-25 03:02:00,Performance/Slowness,Chat,Basic,Agent_04,High,9.8,0.94,24,False,False,5,Resolved
TCK-100373,2025-03-25 08:55:00,Bug/Error,Email,Pro,Agent_12,Low,22.6,23.1,120,False,False,4,Resolved - Workaround
TCK-102087,2025-03-25 10:18:00,Login/Authentication,Phone,Free,Agent_09,High,1.0,0.27,24,False,True,4,Unresolved - Pending Engineering
TCK-102297,2025-03-25 17:13:00,Billing/Invoicing,Chat,Basic,Agent_09,High,1.0,2.82,24,False,False,5,Resolved
TCK-102599,2025-03-25 18:09:00,Account Setup,Phone,Enterprise,Agent_01,Medium,6.1,0.29,72,False,False,5,Resolved
TCK-101345,2025-03-25 18:14:00,Login/Authentication,Phone,Free,Agent_07,Low,6.7,0.15,120,False,False,3,Resolved
TCK-100550,2025-03-25 18:17:00,Bug/Error,Portal,Free,Agent_12,Medium,295.4,12.21,72,False,True,2,Resolved - Escalated
TCK-101053,2025-03-25 22:04:00,Performance/Slowness,Email,Pro,Agent_03,Medium,6.3,11.51,72,False,False,3,Resolved
TCK-103094,2025-03-25 22:18:00,Feature Request,Email,Basic,Agent_10,Critical,12.4,1.1,4,False,False,3,Resolved
TCK-103928,2025-03-26 00:00:00,Login/Authentication,Chat,Pro,Agent_07,Low,19.0,1.79,120,False,False,5,Resolved
TCK-103981,2025-03-26 00:00:00,Feature Request,Portal,Pro,Agent_06,High,6.0,37.97,24,True,False,4,Resolved
TCK-103467,2025-03-26 00:00:00,Performance/Slowness,Phone,Free,Agent_06,Critical,1.0,3.69,4,False,False,5,Resolved
TCK-103488,2025-03-26 00:00:00,Billing/Invoicing,Chat,Basic,Agent_06,High,16.8,9.28,24,False,False,3,Resolved
TCK-103013,2025-03-26 04:44:00,Integration/API,Portal,Free,Agent_03,Low,357.1,4.23,120,False,False,4,Resolved
TCK-100677,2025-03-26 05:14:00,Feature Request,Phone,Pro,Agent_01,Low,1.0,42.68,120,False,False,4,Resolved
TCK-101753,2025-03-26 05:21:00,Billing/Invoicing,Email,Free,Agent_11,Low,40.7,31.11,120,False,False,4,Resolved
TCK-102329,2025-03-26 06:21:00,Login/Authentication,Phone,Free,Agent_12,Medium,1.0,3.06,72,False,False,4,Resolved
TCK-102756,2025-03-26 10:02:00,Data Export/Import,Portal,Free,Agent_06,Low,8.3,17.73,120,False,False,4,Resolved
TCK-100319,2025-03-26 10:18:00,Bug/Error,Email,Pro,Agent_02,Low,120.6,4.11,120,False,False,5,Resolved
TCK-101784,2025-03-26 12:43:00,Bug/Error,Email,Basic,Agent_06,Medium,1.0,4.73,72,False,False,4,Resolved
TCK-100693,2025-03-26 14:02:00,Login/Authentication,Chat,Pro,Agent_05,Critical,1.0,3.28,4,False,False,4,Resolved
TCK-103041,2025-03-26 15:11:00,Billing/Invoicing,Portal,Free,Agent_08,Low,165.8,18.88,120,False,False,4,Resolved
TCK-100431,2025-03-26 17:10:00,Account Setup,Chat,Pro,Agent_02,Medium,1.0,0.41,72,False,False,4,Resolved
TCK-103182,2025-03-26 20:18:00,Performance/Slowness,Email,Free,Agent_05,Critical,29.8,7.15,4,True,False,4,Resolved - Workaround
TCK-102232,2025-03-26 21:13:00,Bug/Error,Chat,Free,Agent_10,High,7.8,2.2,24,False,False,4,Resolved
TCK-101100,2025-03-26 23:39:00,Feature Request,Portal,Basic,Agent_01,Low,89.8,11.44,120,False,False,5,Resolved
TCK-103736,2025-03-27 00:00:00,Login/Authentication,Email,Pro,Agent_01,High,10.6,0.85,24,False,False,4,Resolved - Workaround
TCK-103239,2025-03-27 00:31:00,Feature Request,Chat,Basic,Agent_07,Medium,4.1,62.87,72,False,False,4,Resolved
TCK-100955,2025-03-27 00:51:00,Integration/API,Email,Basic,Agent_01,Low,223.7,0.1,120,False,False,4,Resolved
TCK-101250,2025-03-27 02:01:00,Feature Request,Chat,Free,Agent_02,Low,18.6,13.64,120,False,False,5,Resolved
TCK-102739,2025-03-27 02:31:00,Integration/API,Email,Basic,Agent_12,Medium,12.4,8.74,72,False,False,5,Resolved - Workaround
TCK-101692,2025-03-27 06:51:00,Account Setup,Portal,Basic,Agent_09,Medium,53.8,2.5,72,False,False,4,Resolved
TCK-100055,2025-03-27 07:16:00,Login/Authentication,Portal,Free,Agent_05,High,32.6,0.57,24,False,False,5,Resolved
TCK-100717,2025-03-27 12:29:00,Feature Request,Portal,Free,Agent_01,High,34.1,8.42,24,False,False,5,Resolved
TCK-101969,2025-03-27 13:39:00,Data Export/Import,Email,Free,Agent_10,Medium,41.3,2.34,72,False,False,5,Resolved
TCK-101266,2025-03-27 14:21:00,Billing/Invoicing,Email,Basic,Agent_11,Medium,19.0,2.32,72,False,False,4,Resolved
TCK-101657,2025-03-27 14:59:00,Account Setup,Chat,Pro,Agent_10,Medium,3.3,2.28,72,False,False,5,Resolved
TCK-100962,2025-03-27 15:03:00,Feature Request,Phone,Basic,Agent_12,Medium,1.9,21.97,72,False,False,3,Resolved
TCK-100270,2025-03-27 15:35:00,Performance/Slowness,Phone,Pro,Agent_02,Critical,2.2,5.22,4,True,False,3,Resolved - Workaround
TCK-102579,2025-03-27 21:25:00,Account Setup,Portal,Free,Agent_11,High,19.7,1.81,24,False,False,4,Resolved
TCK-101238,2025-03-27 22:50:00,Data Export/Import,Email,Basic,Agent_09,Medium,47.5,2.99,72,False,False,3,Resolved
TCK-103786,2025-03-28 00:00:00,Bug/Error,Chat,Basic,Agent_03,Medium,1.0,4.79,72,False,False,4,Resolved
TCK-103500,2025-03-28 00:00:00,Data Export/Import,Email,Basic,Agent_08,Low,11.1,11.58,120,False,True,2,Unresolved - Pending Engineering
TCK-103699,2025-03-28 00:00:00,Performance/Slowness,Phone,Pro,Agent_11,Medium,2.3,3.72,72,False,False,4,Resolved
TCK-101036,2025-03-28 00:54:00,Performance/Slowness,Chat,Basic,Agent_05,Medium,3.2,33.79,72,False,True,2,Unresolved - Pending Engineering
TCK-101650,2025-03-28 05:07:00,Bug/Error,Chat,Free,Agent_01,High,4.8,11.38,24,False,False,5,Resolved
TCK-100115,2025-03-28 07:56:00,Login/Authentication,Phone,Free,Agent_08,Medium,1.0,4.63,72,False,False,5,Resolved
TCK-101047,2025-03-28 09:46:00,Integration/API,Chat,Enterprise,Agent_12,Medium,10.7,12.4,72,False,False,4,Resolved
TCK-102525,2025-03-28 10:01:00,Login/Authentication,Email,Free,Agent_03,High,1.3,4.22,24,False,False,4,Resolved - Workaround
TCK-101459,2025-03-28 15:01:00,Performance/Slowness,Phone,Free,Agent_12,Medium,1.0,12.41,72,False,True,2,Unresolved - Pending Engineering
TCK-100266,2025-03-28 17:57:00,Bug/Error,Portal,Free,Agent_11,Medium,1.0,16.16,72,False,False,4,Resolved - Workaround
TCK-103276,2025-03-28 18:17:00,Data Export/Import,Phone,Pro,Agent_01,High,3.6,1.9,24,False,False,3,Resolved - Workaround
TCK-101982,2025-03-28 21:11:00,Performance/Slowness,Portal,Free,Agent_01,Critical,10.4,5.43,4,True,True,2,Resolved - Escalated
TCK-103274,2025-03-28 21:18:00,Data Export/Import,Email,Enterprise,Agent_07,Medium,39.3,5.7,72,False,False,3,Resolved - Workaround
TCK-101864,2025-03-28 21:21:00,Feature Request,Phone,Basic,Agent_05,Low,21.9,49.28,120,False,True,3,Resolved - Escalated
TCK-102177,2025-03-29 03:36:00,Feature Request,Chat,Basic,Agent_06,Medium,19.6,43.24,72,False,False,4,Resolved - Workaround
TCK-101260,2025-03-29 08:15:00,Bug/Error,Email,Free,Agent_12,Medium,67.2,15.02,72,False,False,5,Resolved - Workaround
TCK-103161,2025-03-29 11:01:00,Login/Authentication,Portal,Pro,Agent_02,High,32.7,4.28,24,False,False,3,Resolved
TCK-102829,2025-03-29 16:02:00,Bug/Error,Email,Enterprise,Agent_07,Medium,52.8,6.08,72,False,True,3,Unresolved - Pending Engineering
TCK-102082,2025-03-29 19:55:00,Bug/Error,Phone,Pro,Agent_07,Low,1.7,16.3,120,False,False,4,Resolved
TCK-100068,2025-03-30 07:45:00,Login/Authentication,Chat,Free,Agent_07,Low,6.5,4.91,120,False,False,5,Resolved
TCK-100307,2025-03-30 08:53:00,Login/Authentication,Phone,Basic,Agent_02,High,1.0,0.19,24,False,False,5,Resolved
TCK-100141,2025-03-30 13:24:00,Billing/Invoicing,Portal,Basic,Agent_02,Low,145.7,14.26,120,False,False,5,Resolved
TCK-100782,2025-03-30 15:43:00,Billing/Invoicing,Email,Free,Agent_07,Low,67.8,49.75,120,False,False,5,Resolved
TCK-103370,2025-03-30 19:50:00,Bug/Error,Chat,Basic,Agent_03,Low,29.5,1.23,120,False,True,3,Resolved - Escalated
TCK-103563,2025-03-31 00:00:00,Data Export/Import,Email,Pro,Agent_02,Low,29.9,1.1,120,False,False,4,Resolved
TCK-103926,2025-03-31 00:00:00,Login/Authentication,Chat,Free,Agent_05,Medium,4.9,0.91,72,False,False,3,Resolved
TCK-103508,2025-03-31 00:00:00,Bug/Error,Email,Enterprise,Agent_03,Medium,96.6,8.38,72,False,False,5,Resolved
TCK-103894,2025-03-31 00:00:00,Login/Authentication,Chat,Pro,Agent_08,High,1.0,0.88,24,False,True,2,Resolved - Escalated
TCK-102898,2025-03-31 01:15:00,Integration/API,Chat,Free,Agent_09,Medium,22.5,2.73,72,False,False,5,Resolved
TCK-102724,2025-03-31 01:45:00,Login/Authentication,Email,Enterprise,Agent_02,Medium,125.2,4.65,72,False,False,4,Resolved
TCK-102462,2025-03-31 02:04:00,Performance/Slowness,Phone,Pro,Agent_10,High,1.0,3.24,24,False,False,4,Resolved
TCK-100546,2025-03-31 02:38:00,Performance/Slowness,Email,Free,Agent_01,Critical,37.4,0.55,4,False,False,3,Resolved
TCK-102051,2025-03-31 03:06:00,Data Export/Import,Phone,Pro,Agent_11,Medium,2.0,13.02,72,False,False,4,Resolved
TCK-102053,2025-03-31 06:01:00,Login/Authentication,Chat,Free,Agent_09,High,11.1,1.53,24,False,False,3,Resolved
TCK-102571,2025-03-31 08:46:00,Performance/Slowness,Portal,Pro,Agent_07,High,1.0,8.94,24,False,False,3,Resolved
TCK-102028,2025-03-31 09:13:00,Integration/API,Chat,Enterprise,Agent_07,High,1.0,8.52,24,False,False,4,Resolved
TCK-100752,2025-03-31 11:41:00,Performance/Slowness,Chat,Free,Agent_10,High,1.0,5.37,24,False,True,3,Resolved - Escalated
TCK-102657,2025-03-31 14:51:00,Performance/Slowness,Phone,Free,Agent_09,Low,2.4,8.58,120,False,False,5,Resolved
TCK-100508,2025-03-31 17:07:00,Account Setup,Portal,Free,Agent_08,Medium,13.2,18.23,72,False,False,4,Resolved
TCK-101668,2025-03-31 20:54:00,Performance/Slowness,Phone,Basic,Agent_11,High,1.2,1.91,24,False,True,3,Unresolved - Pending Engineering
TCK-100598,2025-03-31 22:39:00,Account Setup,Chat,Free,Agent_07,Medium,5.2,0.73,72,False,False,4,Resolved
TCK-102157,2025-03-31 23:32:00,Billing/Invoicing,Chat,Pro,Agent_08,Medium,5.8,3.07,72,False,False,4,Resolved
TCK-103659,2025-04-01 00:00:00,Performance/Slowness,Chat,Basic,Agent_08,Medium,14.0,6.04,72,False,False,4,Resolved
TCK-103644,2025-04-01 00:00:00,Bug/Error,Email,Pro,Agent_04,Medium,9.4,3.25,72,False,True,4,Resolved - Escalated
TCK-103416,2025-04-01 00:00:00,Data Export/Import,Chat,Free,Agent_11,High,6.0,7.17,24,False,False,4,Resolved
TCK-103304,2025-04-01 00:52:00,Account Setup,Chat,Pro,Agent_12,Low,19.7,9.11,120,False,False,4,Resolved
TCK-101600,2025-04-01 02:04:00,Billing/Invoicing,Chat,Pro,Agent_06,Medium,1.0,7.59,72,False,False,5,Resolved - Workaround
TCK-102122,2025-04-01 03:47:00,Performance/Slowness,Email,Free,Agent_10,Low,41.7,16.92,120,False,False,5,Resolved - Workaround
TCK-101926,2025-04-01 06:43:00,Billing/Invoicing,Phone,Basic,Agent_04,Low,1.0,6.19,120,False,False,5,Resolved
TCK-101289,2025-04-01 07:46:00,Performance/Slowness,Email,Pro,Agent_09,Medium,3.9,31.66,72,False,False,4,Resolved
TCK-102780,2025-04-01 12:43:00,Data Export/Import,Chat,Basic,Agent_07,Medium,7.4,1.09,72,False,False,5,Resolved - Workaround
TCK-102475,2025-04-01 16:11:00,Login/Authentication,Email,Free,Agent_06,Low,42.1,1.86,120,False,False,4,Resolved - Workaround
TCK-100654,2025-04-01 18:55:00,Account Setup,Chat,Basic,Agent_01,Medium,1.2,16.1,72,False,False,5,Resolved - Workaround
TCK-100103,2025-04-01 19:47:00,Bug/Error,Email,Basic,Agent_09,Medium,26.1,12.54,72,False,False,4,Resolved
TCK-102755,2025-04-01 20:01:00,Login/Authentication,Chat,Free,Agent_10,Critical,1.0,1.82,4,False,False,4,Resolved
TCK-100048,2025-04-01 20:25:00,Login/Authentication,Portal,Pro,Agent_07,Critical,25.6,0.2,4,False,False,5,Resolved
TCK-100120,2025-04-01 20:43:00,Bug/Error,Chat,Basic,Agent_07,Critical,1.7,0.53,4,False,True,3,Resolved - Escalated
TCK-100286,2025-04-01 22:19:00,Feature Request,Email,Pro,Agent_12,High,1.0,17.21,24,False,False,4,Resolved
TCK-102613,2025-04-01 23:50:00,Account Setup,Chat,Basic,Agent_08,Medium,18.8,2.74,72,False,False,4,Resolved
TCK-103591,2025-04-02 00:00:00,Integration/API,Portal,Enterprise,Agent_06,Medium,45.0,46.05,72,False,False,4,Resolved
TCK-102868,2025-04-02 00:37:00,Bug/Error,Chat,Basic,Agent_10,High,1.4,0.57,24,False,False,4,Resolved
TCK-101632,2025-04-02 01:28:00,Login/Authentication,Email,Free,Agent_05,Medium,7.7,2.53,72,False,False,5,Resolved
TCK-103240,2025-04-02 03:57:00,Data Export/Import,Email,Basic,Agent_06,Low,15.6,11.98,120,False,False,5,Resolved
TCK-100351,2025-04-02 09:56:00,Account Setup,Email,Free,Agent_05,Medium,37.8,4.83,72,False,True,2,Resolved - Escalated
TCK-101730,2025-04-02 11:07:00,Login/Authentication,Chat,Basic,Agent_08,Critical,3.1,0.28,4,False,False,4,Resolved
TCK-102857,2025-04-02 11:07:00,Performance/Slowness,Email,Basic,Agent_04,High,101.7,2.52,24,False,True,2,Resolved - Escalated
TCK-102747,2025-04-02 12:19:00,Login/Authentication,Chat,Free,Agent_02,Critical,1.0,0.2,4,False,False,4,Resolved
TCK-103206,2025-04-02 17:04:00,Login/Authentication,Email,Pro,Agent_07,High,7.0,0.66,24,False,False,5,Resolved
TCK-101546,2025-04-02 17:51:00,Billing/Invoicing,Chat,Free,Agent_02,Medium,14.9,11.47,72,False,True,3,Resolved - Escalated
TCK-102933,2025-04-02 18:52:00,Integration/API,Phone,Basic,Agent_08,Medium,3.5,26.46,72,False,False,4,Resolved
TCK-102782,2025-04-02 21:55:00,Data Export/Import,Chat,Pro,Agent_04,Low,20.5,2.41,120,False,False,4,Resolved - Workaround
TCK-100111,2025-04-02 22:42:00,Login/Authentication,Email,Basic,Agent_12,High,33.1,4.66,24,False,False,4,Resolved
TCK-101512,2025-04-02 23:16:00,Login/Authentication,Chat,Pro,Agent_08,Medium,2.1,6.9,72,False,False,3,Resolved
TCK-103899,2025-04-03 00:00:00,Performance/Slowness,Phone,Free,Agent_04,Low,2.2,7.87,120,False,False,4,Resolved
TCK-103859,2025-04-03 00:00:00,Bug/Error,Chat,Free,Agent_11,Critical,1.0,5.6,4,True,False,5,Resolved
TCK-103743,2025-04-03 00:00:00,Performance/Slowness,Portal,Free,Agent_04,Critical,22.5,4.23,4,True,True,2,Resolved - Escalated
TCK-103131,2025-04-03 06:14:00,Integration/API,Email,Basic,Agent_11,Medium,31.6,0.21,72,False,False,4,Resolved - Workaround
TCK-101402,2025-04-03 10:54:00,Performance/Slowness,Email,Free,Agent_12,Critical,2.8,12.67,4,True,True,1,Resolved - Escalated
TCK-100683,2025-04-03 13:33:00,Login/Authentication,Email,Basic,Agent_11,High,29.1,6.77,24,False,False,4,Resolved
TCK-101622,2025-04-03 22:29:00,Login/Authentication,Email,Free,Agent_05,Critical,23.9,0.26,4,False,False,3,Resolved
TCK-101832,2025-04-03 23:42:00,Bug/Error,Chat,Pro,Agent_08,Critical,1.0,0.85,4,False,True,2,Resolved - Escalated
TCK-103823,2025-04-04 00:00:00,Performance/Slowness,Chat,Pro,Agent_06,Critical,3.4,4.55,4,True,False,3,Resolved
TCK-103473,2025-04-04 00:00:00,Billing/Invoicing,Portal,Pro,Agent_07,High,29.9,0.32,24,False,True,3,Resolved - Escalated
TCK-103519,2025-04-04 00:00:00,Data Export/Import,Chat,Enterprise,Agent_12,Medium,1.0,3.42,72,False,False,5,Resolved
TCK-102555,2025-04-04 08:39:00,Bug/Error,Email,Enterprise,Agent_10,Medium,29.9,8.51,72,False,False,4,Resolved
TCK-101081,2025-04-04 17:12:00,Feature Request,Portal,Pro,Agent_07,Low,121.3,2.75,120,False,False,4,Resolved
TCK-101261,2025-04-04 23:57:00,Login/Authentication,Email,Free,Agent_07,High,3.4,2.16,24,False,False,5,Resolved
TCK-101506,2025-04-05 00:01:00,Data Export/Import,Email,Free,Agent_04,High,1.2,5.89,24,False,False,4,Resolved
TCK-101358,2025-04-05 00:58:00,Billing/Invoicing,Chat,Free,Agent_08,Low,31.5,0.92,120,False,False,5,Resolved
TCK-100844,2025-04-05 05:12:00,Integration/API,Email,Basic,Agent_01,Low,99.8,32.07,120,False,True,2,Resolved - Escalated
TCK-102378,2025-04-05 11:45:00,Login/Authentication,Email,Basic,Agent_01,Critical,18.9,0.93,4,False,False,4,Resolved
TCK-103099,2025-04-05 16:36:00,Billing/Invoicing,Email,Free,Agent_02,Low,25.6,2.43,120,False,False,3,Resolved
TCK-100032,2025-04-06 01:57:00,Bug/Error,Chat,Free,Agent_12,Critical,7.9,3.51,4,False,True,4,Unresolved - Pending Engineering
TCK-101468,2025-04-06 05:58:00,Data Export/Import,Portal,Pro,Agent_03,High,41.9,3.64,24,False,False,3,Resolved
TCK-100662,2025-04-06 09:58:00,Feature Request,Email,Pro,Agent_05,Medium,37.0,111.39,72,True,True,2,Resolved - Escalated
TCK-100178,2025-04-06 11:00:00,Integration/API,Email,Basic,Agent_09,High,31.6,9.88,24,False,False,3,Resolved
TCK-102956,2025-04-07 02:19:00,Data Export/Import,Chat,Free,Agent_02,Medium,5.1,37.93,72,False,False,5,Resolved - Workaround
TCK-102306,2025-04-07 04:10:00,Login/Authentication,Chat,Free,Agent_05,High,2.9,1.21,24,False,False,5,Resolved
TCK-101839,2025-04-07 10:01:00,Feature Request,Portal,Pro,Agent_02,High,38.4,80.73,24,True,True,2,Unresolved - Pending Engineering
TCK-103068,2025-04-07 10:26:00,Login/Authentication,Portal,Free,Agent_12,High,105.7,2.89,24,False,False,4,Resolved
TCK-101574,2025-04-07 10:31:00,Data Export/Import,Chat,Basic,Agent_12,Low,22.7,1.35,120,False,False,5,Resolved
TCK-100710,2025-04-07 12:00:00,Billing/Invoicing,Chat,Enterprise,Agent_12,Low,1.7,5.6,120,False,False,4,Resolved
TCK-101426,2025-04-07 14:08:00,Integration/API,Chat,Free,Agent_09,Medium,6.0,3.46,72,False,True,3,Unresolved - Pending Engineering
TCK-101685,2025-04-07 16:51:00,Login/Authentication,Chat,Free,Agent_10,High,1.0,0.66,24,False,False,5,Resolved
TCK-102276,2025-04-07 16:54:00,Billing/Invoicing,Email,Pro,Agent_02,Critical,6.5,0.66,4,False,False,4,Resolved
TCK-102084,2025-04-07 18:31:00,Bug/Error,Phone,Basic,Agent_09,Critical,1.0,2.44,4,False,True,4,Resolved - Escalated
TCK-103374,2025-04-08 00:00:00,Billing/Invoicing,Email,Enterprise,Agent_09,Medium,2.7,3.81,72,False,False,4,Resolved
TCK-101644,2025-04-08 00:58:00,Integration/API,Email,Free,Agent_08,Low,29.1,5.2,120,False,True,3,Unresolved - Pending Engineering
TCK-100875,2025-04-08 01:37:00,Data Export/Import,Phone,Free,Agent_09,High,2.5,3.22,24,False,False,4,Resolved - Workaround
TCK-100289,2025-04-08 03:30:00,Login/Authentication,Chat,Basic,Agent_04,High,2.8,6.86,24,False,False,5,Resolved
TCK-101022,2025-04-08 04:32:00,Integration/API,Portal,Enterprise,Agent_10,Medium,73.4,17.77,72,False,False,5,Resolved
TCK-100793,2025-04-08 06:49:00,Feature Request,Email,Free,Agent_10,Low,35.5,15.93,120,False,False,5,Resolved
TCK-101282,2025-04-08 07:01:00,Login/Authentication,Portal,Free,Agent_03,Medium,1.0,1.71,72,False,False,4,Resolved
TCK-100163,2025-04-08 07:33:00,Feature Request,Email,Basic,Agent_02,Medium,14.9,11.2,72,False,False,4,Resolved
TCK-103104,2025-04-08 11:34:00,Bug/Error,Chat,Pro,Agent_11,Medium,1.0,9.39,72,False,False,5,Resolved
TCK-102796,2025-04-08 15:18:00,Billing/Invoicing,Email,Free,Agent_02,Critical,20.2,0.12,4,False,False,5,Resolved
TCK-100749,2025-04-08 16:40:00,Login/Authentication,Email,Pro,Agent_07,Medium,31.0,3.63,72,False,True,3,Resolved - Escalated
TCK-102067,2025-04-08 23:36:00,Data Export/Import,Chat,Enterprise,Agent_07,Medium,18.9,8.46,72,False,False,4,Resolved
TCK-103398,2025-04-09 00:00:00,Login/Authentication,Chat,Pro,Agent_03,Low,13.1,3.25,120,False,False,4,Resolved
TCK-101002,2025-04-09 00:38:00,Performance/Slowness,Portal,Pro,Agent_02,Critical,8.1,12.11,4,True,True,1,Resolved - Escalated
TCK-102692,2025-04-09 00:56:00,Login/Authentication,Chat,Basic,Agent_10,Medium,19.9,2.39,72,False,False,4,Resolved
TCK-102465,2025-04-09 01:47:00,Performance/Slowness,Phone,Pro,Agent_02,High,1.0,6.3,24,False,True,3,Resolved - Escalated
TCK-101451,2025-04-09 03:58:00,Billing/Invoicing,Chat,Pro,Agent_07,High,7.7,1.47,24,False,True,3,Unresolved - Pending Engineering
TCK-102476,2025-04-09 08:11:00,Feature Request,Email,Free,Agent_07,Medium,10.4,21.32,72,False,False,4,Resolved
TCK-103058,2025-04-09 12:58:00,Data Export/Import,Phone,Basic,Agent_12,Low,2.1,4.98,120,False,False,5,Resolved
TCK-102745,2025-04-09 13:12:00,Login/Authentication,Chat,Basic,Agent_07,High,24.0,2.3,24,False,False,4,Resolved
TCK-103194,2025-04-09 14:28:00,Performance/Slowness,Email,Free,Agent_03,Medium,6.9,11.31,72,False,True,2,Resolved - Escalated
TCK-100623,2025-04-09 14:31:00,Login/Authentication,Portal,Basic,Agent_11,Low,31.3,22.95,120,False,False,4,Resolved - Workaround
TCK-102921,2025-04-09 16:26:00,Bug/Error,Chat,Free,Agent_09,Low,12.2,22.13,120,False,False,4,Resolved
TCK-100388,2025-04-09 17:53:00,Bug/Error,Chat,Pro,Agent_11,High,1.0,1.61,24,False,True,2,Resolved - Escalated
TCK-101274,2025-04-09 19:44:00,Bug/Error,Email,Basic,Agent_05,Critical,29.8,3.39,4,False,False,4,Resolved
TCK-102595,2025-04-09 20:30:00,Bug/Error,Phone,Basic,Agent_07,High,2.6,1.89,24,False,False,5,Resolved
TCK-101565,2025-04-09 21:08:00,Login/Authentication,Phone,Pro,Agent_07,Low,5.3,0.93,120,False,True,3,Resolved - Escalated
TCK-102189,2025-04-09 22:05:00,Account Setup,Phone,Basic,Agent_07,Low,9.7,0.12,120,False,False,4,Resolved
TCK-100605,2025-04-09 23:29:00,Performance/Slowness,Email,Free,Agent_06,Low,78.9,20.6,120,False,False,4,Resolved
TCK-103649,2025-04-10 00:00:00,Feature Request,Portal,Enterprise,Agent_10,Medium,47.2,26.83,72,False,False,4,Resolved - Workaround
TCK-103588,2025-04-10 00:00:00,Billing/Invoicing,Portal,Free,Agent_04,Medium,109.8,5.38,72,False,False,3,Resolved
TCK-101360,2025-04-10 00:20:00,Billing/Invoicing,Phone,Pro,Agent_02,Low,3.8,14.42,120,False,False,5,Resolved
TCK-100555,2025-04-10 00:24:00,Account Setup,Portal,Free,Agent_07,Medium,116.7,0.39,72,False,True,2,Resolved - Escalated
TCK-100331,2025-04-10 00:54:00,Login/Authentication,Phone,Basic,Agent_02,Medium,3.6,4.39,72,False,False,4,Resolved
TCK-102399,2025-04-10 01:11:00,Performance/Slowness,Chat,Free,Agent_12,Critical,8.9,7.19,4,True,True,2,Resolved - Escalated
TCK-100936,2025-04-10 01:12:00,Billing/Invoicing,Phone,Free,Agent_08,Medium,1.4,0.34,72,False,False,5,Resolved - Workaround
TCK-100290,2025-04-10 08:06:00,Data Export/Import,Portal,Pro,Agent_08,Medium,38.3,1.13,72,False,False,4,Resolved
TCK-102774,2025-04-10 10:35:00,Feature Request,Portal,Free,Agent_12,Medium,55.8,4.75,72,False,False,4,Resolved
TCK-101601,2025-04-10 14:55:00,Billing/Invoicing,Email,Pro,Agent_10,Medium,87.3,1.61,72,False,False,5,Resolved
TCK-102962,2025-04-10 16:58:00,Bug/Error,Chat,Free,Agent_01,Medium,6.0,24.93,72,False,False,5,Resolved
TCK-101196,2025-04-10 17:58:00,Login/Authentication,Portal,Free,Agent_07,Low,21.5,2.72,120,False,False,5,Resolved
TCK-101471,2025-04-10 19:29:00,Billing/Invoicing,Portal,Free,Agent_11,Low,50.5,6.33,120,False,False,4,Resolved
TCK-103959,2025-04-11 00:00:00,Feature Request,Chat,Basic,Agent_09,Low,1.4,14.14,120,False,False,4,Resolved
TCK-103496,2025-04-11 00:00:00,Performance/Slowness,Email,Free,Agent_09,High,21.3,4.96,24,False,True,2,Resolved - Escalated
TCK-103335,2025-04-11 01:01:00,Login/Authentication,Email,Pro,Agent_04,Low,332.2,5.81,120,False,False,5,Resolved
TCK-101321,2025-04-11 04:11:00,Bug/Error,Chat,Enterprise,Agent_02,Medium,4.0,6.68,72,False,True,3,Resolved - Escalated
TCK-102792,2025-04-11 08:09:00,Login/Authentication,Email,Free,Agent_06,High,60.8,1.72,24,False,False,4,Resolved
